,Company,HQ,Address**,City,ST,ZIP,County,Phone,Website,NAICS Code,Industry,Function,Source,St. Louis Employees,year
694,Friendship Village of South,St. Louis MSA,12503 Village Circle Dr # 1,St. Louis,MO,63127-1701,St. Louis County,(314) 842-6840,www.friendshipvillagesouth.com,531110,Health Care & Social Assistance,Apartment Building Operator Skilled Nursing Care Facility,1,254,2018
695,R.K. Stratman Inc.,St. Louis MSA,680-B Parr Rd.,Wentzville,MO,63385,St. Charles County,(636) 332-5636,www.rkstratman.com,323110,Manufacturing,Commercial Printing,3,254,2018
696,BF USB Inc,St. Louis MSA,1600 Park 370 Pl Ste 2,Hazelwood,MO,63042-4419,St. Louis County,(314) 429-2111,,311821,Manufacturing,Makes cookies,1,253,2018
697,Bird Pony Inc,St. Louis MSA,PO Box 190,Mapaville,MO,63065-0190,Jefferson County,(636) 937-0202,www.ponybird.com,623210,Health Care & Social Assistance,Nursing/Personal Care,1,252,2018
698,City of Kirkwood,Kirkwood,139 S Kirkwood Road,Kirkwood,MO,63122,St. Louis County,314-822-5802,www.kirkwoodmo.org,922110,Government & Public Administration,City Government,9,250,2018
699,Charles E Jarrell Contracting,St. Louis MSA,4208 Rider Trl N,Earth City,MO,63045-1105,St. Louis County,(314) 291-0100,jarrellcontracting.com,238220,Construction,Warm air heating & air conditioning contractor; sheet metal work contractor; manufactures metal forming machine tools; sheet metal fabricator,6,250,2018
700,Schicker Automotive Group,,3300 S. Kingshighway,St. Louis,MO,63139,City of St. Louis,(314) 664-4100,www.mcmahon-group.com,4411,Retail Trade,Automobile Dealerships,6,250,2018
701,Woodard Cleaning and Restoration,St. Louis MSA,9308 Manchester,Rock Hill ,MO,63119,St. Louis County,314-227-3938,www.woodard247.com,541620,,Cleaning & Janitorial ,,250,2018
702,Soft Surroundings Inc. ,St. Louis MSA,1100 N. Lindbergh Blvd.,St. Louis,MO,63132,St. Louis County,(314) 812-5200,www.softsurroundings.com,448120,Retail Trade,Mail Order Goods,6,250,2018
703,Afton Chemical Corp,"Richmond, VA",501 Monsanto Ave,East St. Louis,IL,62206-1138,St. Clair County,(618) 274-1755,www.aftonchemical.com,325199,Manufacturing,Manufactures oil and gas additives,2,250,2018
704,Allstate Insurance Companies,"Northbrook, IL ",12140 Woodcrest Exec. Dr. #300,St. Louis,MO,63141,St. Louis,(314) 434-4477,www.allstate.com,524126,Finance & Insurance,Insurance Cos.- Property/Casualty,3,250,2018
705,Alton Multispecialists Ltd Inc,St. Louis MSA,1 Professional Dr Ste 220,Alton,IL,62002-5068,Madison County,(618) 463-8590,www.altondoctors.com,621111,Health Care & Social Assistance,Medical Doctor's Office,1,250,2018
706,American Cleaners & Laundry Co. Inc.,,13960 Manchester Rd.,Manchester,MO,63011,St. Louis,(636) 227-8299,,812320,Retail Trade,Cleaners & Launderers,3,250,2018
707,American Family Insurance ,"Madison, WI",11789 Borman Dr,St. Louis,MO,63146-4188,St. Louis County,(314) 991-1884,www.amfam.com,524114,Finance & Insurance,Insurance claims,1,250,2018
708,Ampleforth Enterprises Inc,St. Louis MSA,1219 S Vandeventer Ave,St. Louis,MO,63110-3807,City of St. Louis,(314) 531-2000,www.boldtbrothers.com,561720,"Administrative & Support, Waste Management & Remediation Services",Commercial Cleaning Services,1,250,2018
709,Apted-Hulling Inc.,St. Louis MSA,6300 Clayton Rd.,St. Louis,MO,63117,St. Louis,(314) 644-6640,,551112,Professional & Scientific & Technical Services,Investments - Holding Companies (Exc. Banks),3,250,2018
710,Archway Building Maintenance,,2728 Gravois Rd.,St. Louis,MO,63118,City of St. Louis,(314) 664-0848,,561720,"Administrative & Support, Waste Management & Remediation Services",Maintenance & Janitorial,3,250,2018
711,Ativity Packaging,,1101 S. Denton Rd,Pacific,MO,63069,St. louis and Franklin,(636) 257-1400,,32221,Manufacturing,Paperboard Container Manufacturing,3,250,2018
712,Automatic Data Processing Inc,"Roseland, NJ",12200 Weber Hill Rd,St. Louis,MO,63127-1599,St. Louis County,(314) 525-3000,www.adp.com,518210,Professional & Scientific & Technical Services,Data Processing/Preparation Accounting/Auditing/Bookkeeping,1,250,2018
713,B & F Enterprises LLC,St. Louis MSA,1335 S Lindbergh Blvd,St. Louis,MO,63131-2926,St. Louis County,(314) 993-1100,,721110,Accommodation & Food Services,Hotel/Motel Operation Eating Place,1,250,2018
714,Beall Manufacturing Inc.,St. Louis MSA,421 North Shamrock St.,East Alton,IL,62024,Madison County,(618) 259-8154,www.supertuf.com,3363,Manufacturing,Motor Vehicle Products,3,250,2018
715,Belleville News-Democrat,St. Louis MSA,120 S. Illinois St.,Belleville,IL,62220,St. Clair County,(618) 234-1000,www.bnd.com,511110,Information,Publishers,2,250,2018
716,Bis Fru-Con Engineering Inc,St. Louis MSA,15933 Clayton Road #305,Ballwin,MO,63011,St. Louis County,(636) 391-4300,,541310,Construction,Engineering Services Architectural Services,1,250,2018
717,Bureau of Prisons,,"100 Us Hwy 40 & 4th St
",Greenville,IL,62246,Bond County,(618) 664-6200,http://www.bop.gov,922140,Government & Public Administration,Correctional Institutions,8,250,2018
718,Burgin Healthcare Inc.,St. Louis MSA,8220 Delmar Blvd.,St. Louis,MO,63124,St. Louis,(314) 692-0777,,623110,Health Care & Social Assistance,Residential Care - Elderly,3,250,2018
719,Buse Industries Inc.,St. Louis MSA,177 Northwest Industrial Ct.,Bridgeton,MO,63044,St. Louis,(314) 344-1166,www.buseinc.com,334111,Manufacturing,Electronic Devices & Equipment,3,250,2018
720,Cameron Holdings Corp.,St. Louis MSA ,8000 Maryland Ave.,Clayton,MO,63105,St. Louis County,(314)-984-0700,cameron-holdings.com,,,investing ,6,250,2018
721,Capstar Hallmark Co LLC,St. Louis MSA,200 N 4th St,St. Louis,MO,63102-1902,City of St. Louis,(314) 621-8200,,721110,Accommodation & Food Services,Hotel/Motel Operation Eating Place Misc Personal Service Drinking Place,1,250,2018
722,Carlisle SynTec Incorporated,,1825 East U.S. Route 40,Greenville,IL,62246,Bond County,(618) 664-4540,www.carlisle-syntec.com,326,Manufacturing,Plastic & Rubber Products,3,250,2018
723,Certara,St. Louis MSA,"210 N. Tucker Blvd, Suite 350",St. Louis,MO,63101,City of St. Louis,(314) 647-1099,www.certara.com,,Information,Science consulting and software,7,250,2018
724,CHAN Healthcare Auditors,St. Louis MSA,231 S Bemiston Ave Ste 300,St. Louis,MO,63105-1914,St. Louis County,(314) 802-2000,www.chanllc.com,541211,Professional & Scientific & Technical Services,Accounting/Auditing/Bookkeeping,1,250,2018
725,Church of Jesus Christ of Latter Day Saints,,830 N Kirkwood Rd,St. Louis,MO,63122-2640,St. Louis County,(314) 822-2675,www.lds.org,813110,Social Services,Religious Organization,1,250,2018
726,Clean Uniform Co St Louis,St. Louis MSA,1316 S 7th St,St. Louis,MO,63104-3606,City of St. Louis,(314) 421-1220,www.cleanuniform.com,812332,Retail Trade,Industrial Launderer,1,250,2018
727,Code 3 Inc.,,10986 N. Warson Rd.,St. Louis,MO,63114,St. Louis,(314) 426-2700,www.code3pse.com,3352,Manufacturing,Appliances,3,250,2018
728,Columbia Community School District,St. Louis MSA,77 Veterans Pkwy,Columbia,IL,62236,Monroe County ,(618) 281-4772,http://www.chseagles.com,923110,Government & Public Administration,Administration of eduational programs,8,250,2018
729,Con-Way Freight Inc,,8390 Hall St,St. Louis,MO,63147-2316,City of St. Louis,(314) 381-1752,www.con-way.com,488490,Transportation & Warehousing,Truck Terminal Facility Trucking Operator-Nonlocal Local Trucking Operator,1,250,2018
730,Culpepper's Inc.,St. Louis MSA,"13035 Olive Blvd., Suite 208",St. Louis,MO,63141,St. Louis,(314) 542-2056,www.culpeppers.com,722110,Accommodation & Food Services,Restaurants,3,250,2018
731,"Customer Direct, L.L.C.",St. Louis MSA,500 Northwest Plz #1100,Saint Ann,MO,63074,St. Louis County,(636)536-9928,www.guestdirect.com,517919,Information,Wired Telecommunications Services,,250,2018
732,Den-Tex Central Inc.,,1515 Hampton Ave,St. Louis,MO,63139,City of St. Louis,(314) 645-1754,,722211,Accommodation & Food Services,Eating Places,3,250,2018
733,East Central College,St. Louis MSA,1964 Prairie Dell Rd,Union,MO,63084,Franklin County,(636) 583-5193,http://www.ecc.cc.mo.us,611210,Educational Services,Junior College College/University,8,250,2018
734,"East Saint Louis Il, City of",St. Louis MSA,301 Riverpark Dr,East St. Louis,IL,62201-3028,St. Clair County,(618) 482-6664,,921110,Government & Public Administration,Executive Office,1,250,2018
735,Eckert's Orchards inc.,St. Louis MSA,901 Greenmount Rd.,Belleville,IL,62220,St. Clair County,(618) 233-0513,www.eckerts.com,4451,Retail Trade,Grocery store and Outdoor,3,250,2018
736,Essendant Co.,"Chicago, IL",2000 Wolf Industrial Park,Greenville,IL,62246,Bond County,(618) 664-3090,https://solutionscentral.ussco.com/Documents/solutionsCentralSplash.html,424120,Wholesale Trade,Stationery and office supplies,8,250,2018
737,Federal-Mogul Corp,,PO Box 7224,St. Louis,MO,63177-1224,City of St. Louis,(314) 977-0300,,336399,Manufacturing,Manufactures motor vehicle parts & accessories,1,250,2018
738,Financial Asset Management,St. Louis MSA,70 Corporate Hills Dr # 1,St. Charles,MO,63301-3750,St. Charles County,(636) 925-5300,www.fams.net,561440,Finance & Insurance,Adjustment/Collection Services,1,250,2018
739,First Data Resources,"Atlanta, GA","13500 Riverport Dr., Suite 200",Maryland Heights,MO,63043,St. Louis,(314) 551-2011,www.firstdatacorp.com,522320,Finance & Insurance,Lending - Bank-Related Services,3,250,2018
740,Frank's Nursey and Crafts,,4360 Highway 94 North Outer Road,St. Peters,MO,63304,St. Charles County,(636) 926-8355,,4442,Retail Trade,Lawn & Garden Supplies,3,250,2018
741,Fru-Con Construction Corporation,St. Louis MSA,15933 Clayton Road,Ballwin,MO,63011,St. Louis County,(636) 391-6700,,233320,Construction,General Contractors,5,250,2018
742,Gateway Panel Inc.,,3300 Panel Way,St. Charles ,MO,63301,St. Charles County,(636) 949-9554,www.graucontracting.com,235420,Construction,Specialty Contractors - Plaster and Drywall,3,250,2018
743,Gillespie Community Unit School District 7,St. Louis MSA,510 W Elm St,Gillespie,IL,62033,Macoupin County,(217) 839-2464,,611110,Educational Services,Public Elementary and Secondary Education,8,250,2018
744,GLA Network Technologies Inc.,,"17 Research Park, Suite 200",St. Charles,MO,63304,St. Charles County,(800) 896-3355,www.glai.com,,Information,Telecom software,,250,2018
745,Global Security Service,,911 Washington Ave.,St. Louis,MO,63101,City of St. Louis,(314) 241-2439,,561,"Administrative & Support, Waste Management & Remediation Services",Security & Detective,3,250,2018
746,Good Samaritan Hospital Inc.,,"6633 Delmar Blvd., Suite 300",St. Louis,MO,63130,St. Louis,(314) 352-2400,,623110,Health Care & Social Assistance,Residential Care - Elderly,3,250,2018
747,Hepler Broom MacDonald Hebrank & True LLP,,"103 W. Vandalia, Suite 300",Edwardsville,IL,62025,Madison County,(618) 656-0184,www.ilmolaw.com,541110,Professional & Scientific & Technical Services,Legal Services Office,3,250,2018
748,HJ Enterprises,,3010 High Ridge Blvd.,High Ridge,MO,63049,Jefferson County,(636) 677-3421,,3353,Manufacturing,Electrical Equipment,3,250,2018
749,Houlihan's,,104 West County Center,St. Louis,MO,63131,St. Louis,(314) 821-0900,,722110,Accommodation & Food Services,Restaurants,3,250,2018
750,Interface Security Systems LLC,St. Louis MSA,3773 Corporate Center Dr.,Earth City,MO,63045,St. Louis County,(314) 595-0100,www.interfacesys.com,235310,Information,Cloud computing,"3, 6",250,2018
751,J W Aluminum Co,St. Louis MSA,6100 S Broadway,St. Louis,MO,63111-2597,City of St. Louis,(314) 481-7000,,331315,Manufacturing,Manufactures aluminum foil and leaf,1,250,2018
752,Janitron Inc.,,5229 Manchester Rd.,St. Louis,MO,63110,City of St. Louis,(314) 645-0505,www.janitron.com,561720,"Administrative & Support, Waste Management & Remediation Services",Maintenance & Janitorial,3,250,2018
753,Jersey Community Hospital,St. Louis MSA,PO Box 426,Jerseyville,IL,62052-0426,Jersey,(618) 498-6402,www.jch.org,622110,Health Care & Social Assistance,General Hospital,1,250,2018
754,KPNT 1057 FM,St. Louis MSA,800 Saint Louis Union Station,St. Louis,MO,63103-2257,City of St. Louis,(314) 231-1057,www.kpnt.com,515112,Information,Radio Broadcast Station,1,250,2018
755,L B Davis Neighborhood House,St. Louis MSA,1200 N 13th St,East St. Louis,IL,62205-2975,St. Clair County,(618) 874-0777,,624190,Health Care & Social Assistance,Community Center,1,250,2018
756,Lackland Acquisition II LLC,St. Louis MSA,1836 Lackland Hill Pkwy,St. Louis,MO,63146-3572,St. Louis County,(314) 989-0300,www.hsillc.com,621111,Health Care & Social Assistance,Medical Doctor's Office,1,250,2018
757,Larus Corporation,St. Louis MSA,"12444 Powerscourt Dr., Suite 170",St. Louis,MO,63131,St. Louis,(314) 965-1991,www.gardenviewcarecenter.com,623110,Health Care & Social Assistance,Residential Care - Elderly,3,250,2018
758,Lee's Famous Recipe,,514 Earth City Expry. No. Suite 319,Earth City,MO,63045,St. Louis County,(314) 209-0055,,722110,Accommodation & Food Services,Restaurants,3,250,2018
759,LMC Industries,,100 Manufacturers Drive,Arnold,MO,63010,Jefferson County,(636) 282-8080,,332710,Manufacturing,Tool & Die/Machine Shops,8,250,2018
760,Motor Appliance Corporation,St. Louis MSA,555 Spirit of St. Louis Blvd.,Chesterfield,MO,63005,St. Louis,(636) 532-3406,www.macmc.com,3353,Manufacturing,Electrical Equipment,3,250,2018
761,Mullenix Co's LLC,St. Louis MSA,1401 S Brentwood Blvd,St. Louis,MO,63144-1416,St. Louis County,(314) 963-7500,,561110,Real Estate & Rental & Leasing,Management Srvcs & Apartment Building Operator,1,250,2018
762,National Maintenance & Repair,St. Louis MSA,PO Box 38,Hartford,IL,62048-0038,Madison County,(618) 254-7451,,336611,Manufacturing,Builds & repairs ships and engines,1,250,2018
763,National Park Service,,11 N 4th St,St. Louis,MO,63102-1810,City of St. Louis,(314) 655-1700,www.nps.gov,924120,Government & Public Administration,National Park Service - Jefferson National Expansion Memorial,1,250,2018
764,Neiman Marcus,"Dallas, TX",100 Plaza Frontenac,St. Louis,MO,63131,St. Louis,(314) 994-5004,www.neimanmarcus.com,452110,Retail Trade,General Merchandise,3,250,2018
765,Nike IHM Inc,St. Louis MSA,8 Research Park Dr,St. Charles,MO,63304-5685,St. Charles County,(636) 939-5300,www.nikeihm.com,326113,Manufacturing,Manufactures plastic film & sheets,1,250,2018
766,Office Max,,4617 Chippewa St.,St. Louis,MO,63116,City of St. Louis,(314) 645-5667,,453210,Retail Trade,Office Products and Services,3,250,2018
767,Packaging Concepts Inc.,St. Louis MSA,9832 Evergreeen Industrial Dr.,St. Louis,MO,63123,City of St. Louis,(314) 329-9700,www.packagingconceptsinc.com,322,Manufacturing,Paper Manufacturing,3,250,2018
768,Peerless-Premier Appliance Co,St. Louis MSA,PO Box 387,Belleville,IL,62222-0387,St. Clair County,(618) 233-0475,www.premierrange.com,335221,Manufacturing,Manufactures household gas ranges,1,250,2018
769,PFD Supply Inc.,,1800 Adams St.,Granite City,IL,62040,Madison County,(618) 451-5600,,4224,Wholesale Trade,Grocery and Related Product Wholesalers,3,250,2018
770,Plaza Motor Company,St. Louis MSA,11830 Olive St. Rd.,St. Louis,MO,63141,St. Louis,(314) 301-1700,www.plazamotors.com,4411,Retail Trade,Automobile Dealerships,3,250,2018
771,Preferred Nurses Inc,St. Louis MSA,8630 Delmar Blvd Ste 201,St. Louis,MO,63124-2208,St. Louis County,(314) 991-3166,www.healthfacilitystaffing.com,561311,Health Care & Social Assistance,Employment Agency Home Health Care Services,1,250,2018
772,Production Castings Inc.,St. Louis MSA,1410 West Lark Industrial Park,Fenton,MO,63026,St. Louis,(636) 677-3364,www.productioncastings.com,33149,Manufacturing,Lead & Zinc Products,3,250,2018
773,Public Safety Equipment Inc. ,,10986 N. Warson Rd.,St. Louis,MO,63114,St. Louis County,(314) 426-2700,,423990,Manufacturing,Appliances,3,250,2018
774,RGIS Inventory Specialists,St. Louis MSA,"13723 Riverport Dr., Suite 105",Bridgeton,MO,63043,St. Louis,(314) 739-5220,www.rgisinv.com,541219,Professional & Scientific & Technical Services,Accountants - Bookkeeping & Tax Services,3,250,2018
775,Romano's Macaroni Grill,,8590 Eager Rd.,St. Louis,MO,63144,St. Louis,(314) 918-8264,www.macaronigrill.com,722110,Accommodation & Food Services,Restaurants,3,250,2018
776,School Services & Leasing Inc.,,8024 Michigan ,St. Louis,MO,63111,City of St. Louis,(314) 638-9200,,48511,Transportation & Warehousing,Bus Lines/Mass Transit,3,250,2018
777,Semco Plastic Co,St. Louis MSA,5301 Old Baumgartner Rd,St. Louis,MO,63129-2944,St. Louis County,(314) 487-4557,www.semcoplastics.com,326199,Manufacturing,"Manufactures motor vehicle parts and tools, dies, jigs & fixtures",1,250,2018
778,Sentry Security Agency Inc.,St. Louis MSA,9021 Riverview Dr.,St. Louis,MO,63137,St. Louis,(314) 867-1125,,561,"Administrative & Support, Waste Management & Remediation Services",Security & Detective,3,250,2018
779,Shade Tree Service Co,St. Louis MSA,PO Box 708,Fenton,MO,63026-0708,St. Louis County,(636) 343-1212,www.stsco.net,561730,"Administrative & Support, Waste Management & Remediation Services",Tree Trimming For Utilities,1,250,2018
780,Southwestern Illinois Correctional Center,,950 Kingshighway St.,East St. Louis,IL,62203,St. Clair County,(618) 394-2200,,922140,Government & Public Administration,Correctional Facility,3,250,2018
781,Spirtas Wrecking Company,St. Louis MSA,951 Skinker Pkwy,St. Louis,MO,63112,City of St. Louis,(314) 862-9800,www.spirtas.com,235940,Construction,Specialty Contractors,3,250,2018
782,St. Clair School District,St. Louis MSA,905 Bardot St.,St. Clair,MO,63077,Franklin County,(636) 629-3500,,6111110,Educational Services,School District,3,250,2018
783,St. Louis Bridge Construction,St. Louis MSA,655 Landmark Dr,Arnold,MO,63010-4673,Jefferson County,(636) 296-3300,,237310,Construction,Bridge/Tunnel Construction,1,250,2018
