Symbol,ISIN,Name,Company Description
CSC,US2053631048,Computer Sciences Corp,"PROVIDES IT, BUSINESS PROCESS OUTSOURCING AND PROFESSIONAL S ERVICES TO ENTERPRISES AND THE U.S. GOVERNMENT. SERVICES INC LUDE SYSTEMS ANALYSIS, APPLICATIONS DEVELOPMENT, NETWORK OPE RATIONS, AND DATA MANAGEMENT. ALSO LICENSES SOFTWARE APPLICATIONS TO THE FINANCIAL SERVICES INDUSTRY. 2012-13 REVENUES BY SEGMENT IN %: MANAGED SERVICES SECTOR 43; NORTH AMERICAN PUBLIC SECTOR 36; AND BUSINESS SOLUTIONS AND SERVICES 21. IN TERNATIONAL REVENUES: 38%."
AM2X.DE,DE0008400029,Generali Dtl.Hldg. (Xet),"GENERALI DEUTSCHLAND HOLDING AG IS A GERMANY-BASED STRATEGIC MANAGEMENT HOLDING COMPANY FOR THE GERMAN OPERATIONS OF GENERALI DEUTSCHLAND GROUP. IT DETERMINES THE GROUP'S DEVELOPMENT AND ACTS AS THE INTERNAL REINSURER WITHIN THE GROUP. ITS ACTIVITIES ARE DIVIDED INTO LIFE INSURANCE SUB-SEGMENT, HEALTH INSURANCE SUB-SEGMENT, PROPERTY AND CASUALTY INSURANCE SEGMENT AND FINANCIAL SERVICES SEGMENT. IT OPERATES THROUGH ITS SIX SERVICE PROVIDERS: GENERALI DEUTSCHLAND IMMOBILIEN, PROVIDER OF ALL PROPERTY SERVICES WITHIN THE GROUP; GENERALI DEUTSCHLAND INFORMATIK SERVICES, IT (INFORMATION TECHNOLOGY) PROVIDER; GENERALI DEUTSCHLAND SCHADENMANAGEMENT, HANDLER OF CLAIMS; GENERALI DEUTSCHLAND SERVICES, SERVICE PROVIDER OF THE GROUP'S CENTRAL SERVICES AND TRANSACTIONS, AMONG OTHERS; GENERALI INVESTMENTS DEUTSCHLAND, SERVICE PROVIDER IN PORTFOLIO MANAGEMENT AND TACTICAL ALLOCATION, AND GENERALI DEUTSCHLAND SICH"
ARG,US0093631028,Airgas Inc,"DISTRIBUTES INDUSTRIAL, MEDICAL AND SPECIALTY GAS AND WELDIN G, SAFETY AND OTHER RELATED PRODUCTS. PRODUCTS INCLUDE NITRO US OXIDE, DRY ICE, LIQUID CARBON DIOXIDE, OTHER SPECIALTY GA SES, CHEMICALS, REFRIGERANTS AND AMMONIA. ALSO RENTS GAS CYLINDERS, CRYOGENIC LIQUID CONTAINERS AND WELDING EQUIPMENT. 2012-13 REVENUES BY SEGMENT IN %: GAS AND RENT 52; HARDGOODS 36; AND OTHER 12. THE DISTRIBUTION BUSINESS SEGMENT ACCOUNT ED FOR 90% OF REVENUES."
KOM.CZ,CZ0008019106,Komercni Banka,"KOMERCNI BANKA AS IS A CZECH REPUBLIC-BASED COMMERCIAL BANK. THE BANK'S BUSINESS ACTIVITIES ARE DIVIDED INTO THREE OPERATING SEGMENTS: RETAIL BANKING, PROVIDING PRODUCTS AND SERVICES TO INDIVIDUALS, SUCH AS PREDOMINANTLY CURRENT AND SAVING ACCOUNTS, TERM DEPOSITS, OVERDRAFTS, CREDIT CARD LOANS, PERSONAL LOANS AND MORTGAGES; CORPORATE BANKING, PROVIDING PRODUCTS AND SERVICES TO CORPORATE ENTITIES, SUCH AS CURRENT ACCOUNTS, TERM DEPOSITS, REVOLVING LOANS, BUSINESS LOANS, MORTGAGES, FOREIGN CURRENCY AND DERIVATE PRODUCTS, SYNDICATED AND EXPORT FINANCING AND GUARANTEE TRANSACTIONS; AND INVESTMENT BANKING, TRADING WITH FINANCIAL INSTRUMENTS. IN ADDITION, THE BANK OFFERS INSURANCE SERVICES, SUPPLEMENTARY PENSION PLANS AND BUILDING SAVINGS. AS OF DECEMBER 31, 2012, THE BANK OPERATED 8 SUBSIDIARIES, INCLUDING BASTION EUROPEAN INVESTMENTS SA, FACTORING KB AS, KB REAL ESTATE SRO AND PENZIJNI FOND KOMERCNI B"
MAS,US5745991068,Masco Corp,"MANUFACTURES CABINETS, PLUMBING AND OTHER PRODUCTS FOR THE H OME IMPROVEMENT AND NEW CONSTRUCTION MARKETS. ALSO PROVIDES INSTALLATION SERVICES. 2012 REVENUES BY SEGMENT IN %: PLUMBI NG PRODUCTS 38; DECORATIVE ARCHITECTURAL PRODUCTS 23; INSTALLATION AND OTHER SERVICES 16; CABINETS AND RELATED PRODUCTS 16; AND OTHER 7. INTERNATIONAL REVENUES ACCOUNTED FOR 22%. THE HOME DEPOT ACCOUNTED FOR 28% OF TOTAL REVENUES."
BAB.GB,GB0009697037,Babcock Intl.,"BABCOCK INTERNATIONAL GROUP PLC IS AN ENGINEERING SUPPORT SERVICES COMPANY. THE COMPANY'S SEGMENTS INCLUDE MARINE AND TECHNOLOGY, DEFENCE AND SECURITY, SUPPORT SERVICES, AND INTERNATIONAL. THE MARINE AND TECHNOLOGY SEGMENT INCLUDES THE UNITED KINGDOM AND INTERNATIONAL MARINE BUSINESS, THE DEFENCE AND SECURITY SEGMENT IS THE REMAINDER OF THE UNITED KINGDOM DEFENSE BUSINESS. SUPPORT SERVICES SEGMENT INCLUDES EDUCATION AND TRAINING, RAIL, INFRASTRUCTURE AND ASSETS. INTERNATIONAL SEGMENT INCLUDES THE UNITED STATES, SOUTH AFRICAN AND MIDDLE EAST BUSINESSES. IT PROVIDES DEEP MAINTENANCE WORK ON THE UNITED KINGDOM'S NUCLEAR SUBMARINE FLEET. DURING THE FISCAL YEAR ENDED MARCH 31, 2012 (FISCAL 2012), THE COMPANY DESIGNED AND DELIVERED WEAPONS LAUNCH SYSTEM EQUIPMENT FOR SPAIN'S S-80 SUBMARINES. IN JULY 2013, THE COMPANY ANNOUNCED THAT IT HAS ACQUIRED CONBRAS. IN DECEMBER 2013, BABCOCK INTERNATIONAL GROUP P"
WLK,US9604131022,Westlake Chemical Corp,"MANUFACTURES BASIC CHEMICALS, POLYMERS AND FABRICATED PLASTI C PRODUCTS FOR CONSUMER AND INDUSTRIAL MARKETS WORLDWIDE. AP PLICATIONS INCLUDE FLEXIBLE/RIGID PACKAGING, AUTOMOTIVE PROD UCTS, AND DURABLE/NON-DURABLE GOODS. 2012 REVENUES BY PRODUCT IN %: POLYETHYLENE 46; STYRENE AND OTHER OLEFINS 24; PVC, CAUSTIC SODA AND OTHER VINYLS 21; AND BUILDING PRODUCTS 9. REVENUES BY AREA IN %: U.S. 89; CANADA 8; SWITZERLAND 1; AND OTHER 2."
VB,US9229087518,Vanguard Small-Cp,"EXCHANGE-TRADED FUND SEEKING PERFORMANCE CORRESPONDING TO TH E CRSP US SMALL CAP INDEX. VANGUARD EQUITY INVESTMENT GROUP ACTS AS THE FUND'S INVESTMENT ADVISOR. AS OF 04/12, INVESTME NTS BY SECTOR IN %: FINANCIALS 22; INDUSTRIALS 17; INFORMATION TECHNOLOGY 16; CONSUMER DISCRETIONARY 14; HEALTH CARE 12 ; MATERIALS 6; ENERGY 6; UTILITIES 4; AND OTHER 3. 2011 PORT FOLIO TURNOVER RATE WAS 17% VS 12% IN 2010."
RSL.GB,GG00B62W2327,Resolution,"RESOLUTION LIMITED IS A GUERNSEY-BASED COMPANY, WHICH PROVIDES A RANGE OF PENSION, INVESTMENT AND INSURANCE PRODUCTS AND SERVICES. THE COMPANY OPERATES AROUND THE WORLD, INCLUDING THE UNITED KINGDOM, LUXEMBOURG, UNITED ARAB EMIRATES, SINGAPORE, HONG KONG AND THE ISLE OF MAN. IN THE UNITED KINGDOM, THE COMPANY'S NEW BUSINESS FOCUSES ON THREE CORE PRODUCT AREAS: CORPORATE BENEFITS, PROTECTION AND RETIREMENT INCOME. IN ADDITION, THROUGH THE HERITAGE DIVISION, THE COMPANY FOCUSES ON AN APPROACH TO MANAGEMENT OF CLOSED BOOKS OF BUSINESS."
SHPJ.ZA,ZAE000012084,Shoprite,"SHOPRITE HOLDINGS LIMITED (SHOPRITE HOLDINGS) IS AN INVESTMENT HOLDING COMPANY. SHOPRITE HOLDINGS, THROUGH ITS SUBSIDIARIES, CONSTITUTES A FAST MOVING CONSUMER GOODS RETAIL OPERATION ON THE AFRICAN CONTINENT. THE COMPANY HAS FOUR SEGMENTS: SUPERMARKETS RSA, SUPERMARKETS NON-RSA, FURNITURE AND OTHER OPERATING SEGMENTS. ITS PRIMARY BUSINESS IS FOOD RETAILING TO CONSUMERS OF ALL INCOME LEVELS, AND THERE ARE OUTLETS FROM CAPE TOWN TO ACCRA AND ON SOME INDIAN OCEAN ISLANDS. THE COMPANY'S VARIOUS CHAINS OPERATE A TOTAL OF 1334 CORPORATE STORES IN 17 COUNTRIES, ALL INTEGRATED ELECTRONICALLY INTO A CENTRAL DATA BASE AND REPLENISHMENT SYSTEM. ITS BRANDS INCLUDE SHOPRITE, CHECKERS, CHECKERS HYPER, USAVE, OK FURNITURE, OK POWER EXPRESS, HOUSE & HOME, HUNGRY LION, OK FOODS, OK GROCER, OK MINIMARK, OK VALUE, MEGASAVE, SENTRA, FRIENDLY STORES, OK ENJOY, FRIENDLY LIQUOR, SHOPRITE LIQUORSHOP AND CHECKERS LIQUORSH"
PC.IT,IT0004623051,Pirelli,"PIRELLI & C SPA IS AN ITALY-BASED COMPANY OPERATES IN THE TIRE SECTOR. THROUGH ITS SUBSIDIARY PIRELLI TYRE, IT DESIGNS, DEVELOPS, MANUFACTURES AND MARKETS TIRES - FOR MOTOR VEHICLES, INDUSTRIAL VEHICLES AND MOTORCYCLES - AND STEELCORD. THE TIRE ACTIVITY CONSISTS OF TWO MAIN SEGMENTS: THE CONSUMER SEGMENT FOCUSES ON TIRES FOR CONSUMER CARS, MOTOR VEHICLES, SPORTS UTILITY VEHICLES (SUVS), LIGHT COMMERCIAL VEHICLES AND MOTORBIKES; THE INDUSTRIAL SEGMENT MANUFACTURES TIRES FOR BUSES, HEAVY TRUCKS, AGRICULTURAL MACHINERY AND STEELCORD, THE FUNDAMENTAL STRENGTHENING ELEMENT FOR RADIAL TIRES. ITS PRODUCTS ARE USED BY CAR MAKER PARTNERS SUCH AS BENTLEY, ASTON MARTIN AND PORSCHE, AMONG OTHERS. THROUGH ITS SUBSIDIARIES PIRELLI& C. ECO TECHNOLOGY SPA, PIRELLI & C. AMBIENTE SPA AND PZERO SRL, IT IS ACTIVE IN EMISSIONS CONTROL TECHNOLOGIES, RENEWABLE ENERGY SOURCES AND FASHION."
FFH.CA,CA3039011026,Fairfax Finl.Hdg.,"FAIRFAX FINANCIAL HOLDINGS LIMITED (FAIRFAX) IS A FINANCIAL SERVICES HOLDING COMPANY. THE COMPANY, THROUGH ITS SUBSIDIARIES, IS PRINCIPALLY ENGAGED IN PROPERTY AND CASUALTY INSURANCE AND REINSURANCE AND THE ASSOCIATED INVESTMENT MANAGEMENT. THE COMPANY'S SEGMENTS CONSIST OF INSURANCE, REINSURANCE, INSURANCE AND REINSURANCE OTHER, RUNOFF, AND CORPORATE AND OTHER. IN JULY 2013, FAIRFAX FINANCIAL HOLDINGS LTD ANNOUNCES THE COMPLETION OF THE AGREEMENT WITH HARTVILLE GROUP, INC., AS A RESULT OF WHICH HARTVILLE HAS BECOME A WHOLLY OWNED SUBSIDIARY OF CRUM & FORSTER'S UNITED STATES FIRE INSURANCE COMPANY, JOINING THE ACCIDENT & HEALTH DIVISION OF CRUM & FORSTER'S FAIRMONT SPECIALTY OPERATION. IN OCTOBER 2013, FAIRFAX FINANCIAL HOLDINGS LIMITED ANNOUNCED THE ACQUISITION OF AMERICAN SAFETY INSURANCE HOLDINGS LTD. EFFECTIVE OCTOBER 18, 2013, FAIRFAX FINANCIAL HOLDINGS LTD OF CANADA, ACQUIRED A 5.02% INTERES"
XLE,US81369Y5069,Spdr Energy,"EXCHANGE-TRADED FUND SEEKING PERFORMANCE CORRESPONDING TO ENERGY SELECT SECTOR OF THE STANDARD AND POOR'S 500 INDEX. SSGA FUNDS MANAGEMENT ACTS AS THE FUND'S INVESTMENT ADVISOR. AS OF 12/11, INVESTMENT BY SECTOR IN %: OIL GAS AND FUELS 80; AND ENERGY 20. TOP HOLDINGS IN %: EXXON MOBIL 18; CHEVRON CORP 15; SCHLUMBERGER LTD 7; AND CONOCOPHILLIPS 5. 2010-11 PORTFOLIO TURNOVER RATE WAS 3% VS 8% IN 2009-10."
KMCA.GB,US5004594090,Komercni Banka Gdr (Xsq),"KOMERCNI BANKA AS IS A CZECH REPUBLIC-BASED COMMERCIAL BANK. THE BANK'S BUSINESS ACTIVITIES ARE DIVIDED INTO THREE OPERATING SEGMENTS: RETAIL BANKING, PROVIDING PRODUCTS AND SERVICES TO INDIVIDUALS, SUCH AS PREDOMINANTLY CURRENT AND SAVING ACCOUNTS, TERM DEPOSITS, OVERDRAFTS, CREDIT CARD LOANS, PERSONAL LOANS AND MORTGAGES; CORPORATE BANKING, PROVIDING PRODUCTS AND SERVICES TO CORPORATE ENTITIES, SUCH AS CURRENT ACCOUNTS, TERM DEPOSITS, REVOLVING LOANS, BUSINESS LOANS, MORTGAGES, FOREIGN CURRENCY AND DERIVATE PRODUCTS, SYNDICATED AND EXPORT FINANCING AND GUARANTEE TRANSACTIONS; AND INVESTMENT BANKING, TRADING WITH FINANCIAL INSTRUMENTS. IN ADDITION, THE BANK OFFERS INSURANCE SERVICES, SUPPLEMENTARY PENSION PLANS AND BUILDING SAVINGS. AS OF DECEMBER 31, 2012, THE BANK OPERATED 8 SUBSIDIARIES, INCLUDING BASTION EUROPEAN INVESTMENTS SA, FACTORING KB AS, KB REAL ESTATE SRO AND PENZIJNI FOND KOMERCNI B"
LHH.KR,KR7051900009,Lg Hhld.& Hlth.Care,"LG HOUSEHOLD & HEALTHCARE LTD. IS A KOREA-BASED COMPANY ENGAGED IN THE MANUFACTURE OF HOUSEHOLD GOODS, COSMETICS AND BEVERAGES. ITS HOUSEHOLD GOODS INCLUDE ORAL CARE PRODUCTS, SKIN CARE PRODUCTS, HAIR CARE PRODUCTS, LAUNDRY PRODUCTS, HOME CARE PRODUCTS AND PAPER PRODUCTS UNDER THE BRAND NAMES OF PERIOE, SAY, ELASTINE, TECH, SAFFRON AND OTHERS. ITS COSMETICS INCLUDE SKIN, LOTION, ESSENCE, LIPSTICKS, EYE CREAMS AND OTHERS UNDER THE BRAND NAMES OF OHUI, WHOO, ISA KNOX AND SOORYEHAN. ITS BEVERAGE PRODUCTS INCLUDE JUICE, TEA, COFFEE AND BOTTLE WATER PRODUCTS. ON JANUARY 25, 2013, IT ACQUIRED A 100% STAKE IN EVERLIFE CO.,LTD., A JAPAN-BASED COMPANY, WHICH MAINLY ENGAGED IN INNER BEAUTY BUSINESS."
SNP.RO,ROSNPPACNOR9,Omv Petrom,"OMV PETROM SA IS A ROMANIA-BASED COMPANY PRIMARILY ENGAGED IN THE OIL AND GAS SECTOR. THE COMPANY DIVIDES ITS BUSINESS INTO THREE SEGMENTS: EXPLORATION AND PRODUCTION; GAS AND POWER, AND REFINING AND MARKETING. IN THE EXPLORATION AND PRODUCTION, OMV PETROM SA IS INVOLVED IN ONSHORE AND OFFSHORE EXPLORATION ACTIVITIES AND PRODUCTION OF CRUDE OIL AND NATURAL GAS. IN THE GAS AND POWER SEGMENT, IT IS ACTIVE IN THE DISTRIBUTION OF GAS AND ELECTRICAL ENERGY GENERATION. IN THE REFINING AND MARKETING SEGMENT, THE COMPANY IS ENGAGED IN THE OPERATION OF REFINERIES, AS WELL AS RETAIL AND WHOLESALE OF PETROLEUM AND PETROLEUM PRODUCTS. THE COMPANY OPERATES THROUGH NUMEROUS SUBSIDIARIES, INCLUDING ICS PETROM MOLDOVA SA, PETROM AVIATION SA, KOM MUNAI LLP, TASBULAT OIL CORPORATION LLP AND OMV PETROM MARKETING SRL AMONG OTHERS. IN JULY 2013, OMV PETROM SA SOLD ITS 99.99% INTEREST IN ITS NON-CORE GAS DISTRIBUTION C"
SHMO.JP,JP3358000002,Shimano,"SHIMANO INC. SHIMANO INC. IS A JAPAN-BASED COMPANY MAINLY ENGAGED IN THE MANUFACTURE AND SALE OF BICYCLE COMPONENTS AND FISHING EQUIPMENT. THE COMPANY OPERATES IN THREE BUSINESS SEGMENTS. THE BICYCLE COMPONENT SEGMENT IS ENGAGED IN THE MANUFACTURE AND SALE OF DRIVING PARTS SUCH AS TRANSMISSIONS, BRAKING PARTS SUCH AS BRAKES AND OTHER BICYCLE COMPONENTS. THE FISHING EQUIPMENT SEGMENT IS ENGAGED IN THE MANUFACTURE AND SALE OF REELS, RODS AND FISHING GEARS. THE OTHERS SEGMENT IS ENGAGED IN THE MANUFACTURE AND SALE OF COLD-FORGING PARTS FOR THE AUTOMOBILE-RELATED INDUSTRY AND ROWING-RELATED PRODUCTS. ITS ASSOCIATED COMPANY PROVIDES LOGISTICS SERVICES FOR ITS BICYCLE COMPONENTS AND FISHING EQUIPMENT. AS OF DECEMBER 31, 2012, THE COMPANY HAD 43 CONSOLIDATED SUBSIDIARIES."
YJO.CN,CNE100000L55,Yantai Jereh Olsr.Gp.'A',"YANTAI JEREH OILFIELD SERVICES GROUP CO., LTD. IS A CHINA-BASED PROVIDER OF OIL FIELD EQUIPMENT AND OIL FIELD SERVICES. THE COMPANY OPERATES ITS BUSINESSES THROUGH THREE SEGMENTS: OIL FIELD EQUIPMENT MAINTENANCE, MODIFICATION AND DISTRIBUTION OF SPARE PARTS; MANUFACTURE OF OIL FIELD EQUIPMENT, AS WELL AS OIL FIELD ENGINEERING TECHNICAL SERVICES AND OIL FILED CONSTRUCTION ENGINEERING SERVICES. THE COMPANY OPERATES ITS BUSINESSES IN DOMESTIC AND OVERSEAS MARKETS. DURING THE FISCAL YEAR ENDED DECEMBER 31, 2012, OIL FIELD EQUIPMENT MANUFACTURING, EQUIPMENT MAINTENANCE, MODIFICATION AND DISTRIBUTION OF SPARE PARTS, AS WELL AS OIL FIELD ENGINEERING TECHNICAL SERVICES ACCOUNTED FOR APPROXIMATELY 64.41%, 26.38% AND 8.83% OF THE COMPANY'S TOTAL REVENUE, RESPECTIVELY."
BVTJ.ZA,ZAE000117321,Bidvest Group,"THE BIDVEST GROUP LIMITED IS AN INTERNATIONAL SERVICES, TRADING AND DISTRIBUTION COMPANY. ITS OPERATING DIVISIONS INCLUDE BIDVEST CORPORATE; BIDVEST SOUTH AFRICA, WHICH INCLUDES BIDVEST AUTOMOTIVE, BIDVEST ELECTRICAL, BIDVEST FINANCIAL SERVICES, BIDVEST FREIGHT, BIDVEST INDUSTRIAL, BIDVEST OFFICE, BIDVEST PAPERPLUS, BIDVEST RENTAL AND PRODUCTS, BIDVEST SERVICES, AND BIDVEST TRAVEL AND AVIATION; BIDVEST FOODSERVICE, WHICH INCLUDES ASIA PACIFIC, EUROPE AND SOUTHERN AFRICA, AND BIDVEST NAMIBIA. IN DECEMBER 2010, THE COMPANY ACQUIRED 100% OF THE SHARE CAPITAL OF SEAFOOD HOLDINGS LIMITED. AS OF DECEMBER 21, 2012, THE COMPANY OWNED 27.57% INTEREST IN AMALGAMATED APPLIANCE HOLDINGS LTD."
MB.IT,IT0000062957,Mediobanca Bc.Fin,"MEDIOBANCA BANCA DI CREDITO FINANZIARIO SPA IS AN ITALY-BASED BANK. TOGETHER WITH ITS SUBSIDIARIES, THE COMPANY'S ACTIVITIES ARE DIVIDED INTO THREE MAIN SEGMENTS: CORPORATE AND INVESTMENT BANKING (CIB), PRINCIPAL INVESTING (PI) AND RETAIL AND PRIVATE BANKING (RPB). IN THE CIB SEGMENT, THE BANK IS ENGAGED IN THE INVESTMENT BANKING ACTIVITIES, LEASING SERVICES AND TRADING INVESTMENTS. THE PI SEGMENT COMPRISES THE BANK'S SHAREHOLDINGS IN COMPANIES INVOLVED IN THE INSURANCE SECTOR, MULTIMEDIA PUBLISHING ACTIVITIES AND TELECOMMUNICATION SERVICES, AS WELL AS STAKES ACQUIRED AS PART OF MERCHANT BANKING ACTIVITY AND INVESTMENTS IN PRIVATE EQUITY FUNDS. THE RPB CONSISTS OF FINANCIAL PRODUCTS AND SERVICES PROVIDED TO RETAIL CUSTOMERS, INCLUDING CONSUMER CREDIT PRODUCTS, MORTGAGES, DEPOSIT ACCOUNTS, PRIVATE BANKING AND FIDUCIARY ACTIVITIES. IN SEPTEMBER 2013, THE COMPANY LAUNCHED THE SALE OF ITS INVESTMENT I"
JAH,US4711091086,Jarden Corp,"MANUFACTURES PLASTIC CUTLERY, PLAYING CARDS, MATCHES, ROPES AND OTHER CONSUMER AND OUTDOOR PRODUCTS UNDER THE BALL, KERR , BICYCLE, DIAMOND, CRAWFORD, COLEMAN, AND OTHER BRAND NAMES . PRODUCTS ARE DISTRIBUTED TO DEPARTMENT AND OTHER SPECIALTY STORES. 2012 REVENUES BY SEGMENT IN %: OUTDOOR SOLUTIONS 40; CONSUMER SOLUTIONS 29; BRANDED CONSUMABLES 26; AND PROCESS SOLUTIONS 5. WAL-MART ACCOUNTED FOR ABOUT 20% OF SALES."
HOLB.MY,MYL5819OO007,Hong Leong Bank,"HONG LEONG BANK BERHAD (HLB) IS A MALAYSIA-BASED COMPANY. THE COMPANY IS ENGAGED IN COMMERCIAL BANKING BUSINESS AND IN THE PROVISION OF RELATED SERVICES. THE COMPANY PROVIDES SERVICES IN PERSONAL FINANCIAL SERVICES, BUSINESS BANKING AND TRADE FINANCE, TREASURY, BRANCH AND TRANSACTION BANKING, WEALTH MANAGEMENT, INVESTMENT BANKING, PRIVATE BANKING AND ISLAMIC FINANCIAL SERVICES. THE COMPANY'S BUSINESS SEGMENTS INCLUDE GROUP CONSUMER BANKING, GROUP BUSINESS BANKING, GLOBAL MARKETS, INVESTMENT BANKING, OVERSEAS ASSOCIATE AND OVERSEAS JOINT CONTROLLED ENTITY. GROUP CONSUMER BANKING FOCUSES ON SERVICING INDIVIDUAL CUSTOMERS AND SMALL BUSINESSES. GROUP BUSINESS BANKING FOCUSES MAINLY ON CORPORATE CUSTOMERS. GLOBAL MARKETS REFERS TO THE GROUP'S TREASURY AND CAPITAL MARKET OPERATIONS. ON FEBRUARY 18, 2013, HONG LEONG BANK (CAMBODIA) PLC WAS INCORPORATED."
GNW,US37247D1063,Genworth Financial Inc,"OFFERS LIFE AND LONG-TERM CARE INSURANCE, ANNUITIES, ASSET M ANAGEMENT SERVICES AND MORTGAGE INSURANCE WORLDWIDE. ALSO OF FERS GROUP LIFE AND HEALTH INSURANCE FOR MID-SIZE COMPANIES. 2012 REVENUES BY SEGMENT IN %: U.S. LIFE INSURANCE 62; INTERNATIONAL MORTGAGE INSURANCE 14; INTERNATIONAL PROTECTION 8 ; U.S. MORTGAGE INSURANCE 7; AND OTHER 9. INTERNATIONAL REVE NUES ACCOUNTED FOR 78% OF TOTAL REVENUES."
YKG.KR,KR7003600004,Sk Holdings,"SK HOLDINGS CO., LTD. IS A KOREA-BASED HOLDING COMPANY ENGAGED IN THE MANAGEMENT OF ITS SUBSIDIARIES. THE COMPANY MAINLY OPERATES ITS BUSINESS THROUGH NINE SUBSIDIARIES: SK INNOVATION CO., LTD., ENGAGED IN THE OIL AND CHEMICAL BUSINESS; SK TELECOM CO., LTD., ENGAGED IN THE PROVISION OF TELECOMMUNICATION SERVICES; SK NETWORKS COMPANY LIMITED, ENGAGED IN THE TRADING OF PETROLEUM PRODUCTS, STEELS, COMMUNICATION DEVICES AND OTHERS; SKC LTD., MAINLY ENGAGED IN THE MANUFACTURE OF SYNTHETIC RESINS; SK ENGINEERING & CONSTRUCTION CO., LTD, ENGAGED IN THE CONSTRUCTION AND CIVIL ENGINEERING BUSINESS; SK SHIPPING CO., LTD, ENGAGED IN THE MARINE TRANSPORTATION BUSINESS; SK E&S CO., LTD., ENGAGED IN THE OPERATION OF GAS PLANTS, AS WELL AS POWER GENERATION BUSINESS; SK BIOPHARM CO., LTD., ENGAGED IN THE LIFE SCIENCE BUSINESS, AS WELL AS SK FOREST CO. LTD, ENGAGED IN THE FORESTATION AND LANDSCAPING."
GFC.FR,FR0010040865,Gecina,"GECINA SA IS A FRANCE-BASED REAL ESTATE INVESTMENT TRUST PRIMARILY ENGAGED IN THE RENTAL OF COMMERCIAL AND RESIDENTIAL BUILDINGS. IT DIVIDES ITS WORK BETWEEN SIX BUSINESS SECTORS: OFFICE SECTOR, LOGISTICS SECTOR, HOTEL SECTOR, RESIDENTIAL SECTOR, STUDENT RESIDENCES SECTOR AND HEALTHCARE SECTOR. IT MANAGES AND DEVELOPS A PORTFOLIO OF ASSETS, COMPRISING OFFICES, RESIDENTIAL BUILDINGS, HEALTHCARE FACILITIES, LOGISTIC ESTATE AND HOTELS. THE COMPANY OWNS, MANAGES AND DEVELOPS PROPERTY HOLDINGS LOCATED IN PARIS AND THE PARISIAN SUBURBS, AS WELL AS IN LYON AND OTHER AREAS. IT OPERATES THROUGH NUMEROUS SUBSIDIARIES. ON JULY, 2013, IT HAS FINALIZED THE ACQUISITION OF AN OFFICE BUILDING ON RUE MARBEUF, IN PARIS, FRANCE. ON OCTOBER 22, 2013, THE COMPANY INAUGURATED THE BEAUGRENELLE SHOPPING CENTER IN PARIS."
ENDP,US29264F2056,Endo Health Solutions,DEVELOPS BRANDED AND GENERIC PHARMACEUTICAL PRODUCTS THAT TR EAT VARIOUS CONDITIONS SUCH AS PAIN AND OVERACTIVE BLADDER A S WELL AS PROSTATE/BLADDER CANCERS AND CENTRAL PRECOCIOUS PU BERTY. LEAD PRODUCT: LIDOCAINE-CONTAINING PATCH FOR POST-HERPETIC NEURALGIC PAIN. 2012 REVENUES BY PRODUCT IN %: LIDODE RM 31; GENERICS (PAIN) 21; AMS (DEVICES) 17; OPANA (PAIN) 10 ; OTHERS 21. MAJOR CUSTOMERS IN %: MCKESSON 25; CARDINAL HEA LTH 23; AMERISOURCEBERGEN 11.
SUR.CO,COT13PA00011,Gruposura,"GRUPO DE INVERSIONES SURAMERICANA SA IS A COLOMBIA-BASED INVESTMENT COMPANY. THE COMPANY'S INVESTMENT ACTIVITIES ARE STRUCTURED INTO TWO SEGMENTS: STRATEGIC INVESTMENTS, WHICH FOCUSES ON THE INVESTMENT IN A NUMBER OF ENTITIES ENGAGED IN THE FINANCIAL, INSURANCE, RETIREMENT PENSIONS AND SOCIAL SECURITY SECTORS; AND PORTFOLIO INVESTMENTS, WHICH INCLUDES THE PARTICIPATION IN A VARIETY OF COMPANIES INVOLVED IN THE FOOD PROCESSING, CEMENT AND ENERGY SECTORS. THE COMPANY IS A PARENT OF GRUPO DE INVERSIONES SUDAMERICANA. THE COMPANY HAS SUCH SUBSIDIARIES AS SURA ASSET MANAGEMENT MEXICO SA DE CV, ACTIVOS ESTRATEGICOS SURA AM COLOMBIA SA, AND SUAM CORREDORA DE SEGUROS SA DE CV, AMONG OTHERS. IN SEPTEMBER 2013, IT ESTABLISHED A NEW SUBSIDIARY, CALLED DINAMICA IPS ZONAS FRANCAS SAS. IN OCTOBER, 2013, THE COMPANY ANNOUNCED THAT IT HAS ESTABLISHED A MEXICAN SUBSIDIARY, CALLED PROMOTORA SURA AM SA DE CV."
